广东频道,#genre#
CCTV-9,http://183.184.181.5:8085/rtp/226.0.2.161:9200$1920x1080
CCTV-9,http://171.213.130.146:8889/rtp/239.93.1.24:5140$1920x1080
CCTV-9,http://60.178.151.155:4022/rtp/233.50.201.121:5140$1920x1080
CCTV-9,http://183.151.61.152:4022/rtp/233.50.201.121:5140$1920x1080
CCTV-9,http://171.117.245.185:8085/rtp/226.0.2.26:8120$720x576
CCTV-9,http://183.184.181.5:8085/rtp/226.0.2.26:8120$720x576
CCTV-9,http://171.105.179.67:4022/rtp/239.81.0.21:4056$720x576
CCTV-9,http://118.81.48.104:8083/rtp/226.0.2.161:9200
CCTV-9,http://183.185.222.245:8085/rtp/226.0.2.161:9200
CCTV-10,http://sweetown.fun:4000/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://220.192.2.245:8008/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.10.134.196:8003/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://113.233.11.142:9000/rtp/232.0.0.138:1234$1920x1080
CCTV-10,http://27.11.49.234:8006/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://183.184.181.5:8085/rtp/226.0.2.162:9208$1920x1080
CCTV-10,http://119.98.175.25:85/rtp/239.69.1.105:10268$1920x1080
CCTV-10,http://60.178.151.155:4022/rtp/233.50.201.122:5140$1920x1080
CCTV-10,http://60.168.231.251:2000/rtp/238.1.78.241:7800$1920x1080
CCTV-10,http://124.64.189.63:8888/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://171.117.245.185:8085/rtp/226.0.2.27:8128$720x576
CCTV-10,http://171.120.20.181:8004/rtp/226.0.2.27:8128$720x576
CCTV-10,http://60.178.151.155:4022/rtp/233.50.201.10:5140$720x576
CCTV-10,http://183.184.181.5:8085/rtp/226.0.2.27:8128$720x576
CCTV-10,http://171.105.179.67:4022/rtp/239.81.0.22:4056$720x576
CCTV-11,http://111.162.167.200:8686/rtp/225.1.2.192:5002$1920x1080
CCTV-11,http://113.233.11.142:9000/rtp/232.0.0.178:1234$1920x1080
CCTV-11,http://114.243.104.92:8888/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://114.240.43.183:8888/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://119.98.175.25:85/rtp/239.69.1.154:10560$1920x1080
CCTV-11,http://60.168.231.251:2000/rtp/238.1.78.206:7502$1920x1080
CCTV-11,http://124.64.189.63:8888/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://171.120.20.181:8004/rtp/226.0.2.28:8136$720x576
CCTV-11,http://171.105.179.67:4022/rtp/239.81.0.23:4056$720x576
CCTV-11,http://60.178.151.155:4022/rtp/233.50.201.11:5140$720x576
CCTV-11,http://183.151.61.152:4022/rtp/233.50.201.11:5140$720x576
CCTV-11,http://118.81.48.104:8083/rtp/226.0.2.28:8136
CCTV-11,http://183.185.222.245:8085/rtp/226.0.2.28:8136
CCTV-11,http://183.185.221.116:8085/rtp/226.0.2.28:8136
CCTV-11,http://171.120.20.181:8004/rtp/226.0.2.28:8136
CCTV-12,http://101.27.106.176:8888/rtp/239.253.92.197:6062$1920x1080
CCTV-12,http://27.10.134.196:8003/rtp/225.0.4.129:7980$1920x1080
CCTV-12,http://119.98.175.25:85/rtp/239.69.1.106:10274$1920x1080
CCTV-12,http://60.178.151.155:4022/rtp/233.50.201.123:5140$1920x1080
CCTV-12,http://113.233.11.142:9000/rtp/232.0.0.139:1234$1920x1080
CCTV-12,http://27.11.49.234:8006/rtp/225.0.4.129:7980$1920x1080
CCTV-12,http://124.64.189.63:8888/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://183.151.61.152:4022/rtp/233.50.201.123:5140$1920x1080
CCTV-12,http://171.120.20.181:8004/rtp/226.0.2.29:8144$720x576
CCTV-12,http://171.105.179.67:4022/rtp/239.81.0.24:4056$720x576
CCTV-12,http://183.151.61.152:4022/rtp/233.50.201.12:5140$720x576
CCTV-12,http://60.178.151.155:4022/rtp/233.50.201.12:5140$720x576
CCTV-12,http://118.81.48.104:8083/rtp/226.0.2.164:9224
CCTV-12,http://183.185.222.245:8085/rtp/226.0.2.164:9224
CCTV-12,http://183.185.221.116:8085/rtp/226.0.2.164:9224
CCTV-13,http://sweetown.fun:4000/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://119.98.175.25:85/rtp/239.254.96.161:9040$1920x1080
CCTV-13,http://113.233.11.142:9000/rtp/232.0.0.15:1234$1920x1080
CCTV-13,http://60.178.151.155:4022/rtp/233.50.201.246:5140$1920x1080
CCTV-13,http://183.184.181.5:8085/rtp/226.0.2.165:9232$1920x1080
CCTV-13,http://114.243.104.92:8888/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://60.168.231.251:2000/rtp/238.1.79.35:4392$1920x1080
CCTV-13,http://183.151.61.152:4022/rtp/233.50.201.246:5140$1920x1080
CCTV-13,http://124.64.189.63:8888/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://171.117.245.185:8085/rtp/226.0.2.30:8152$720x576
CCTV-13,http://171.120.20.181:8004/rtp/226.0.2.30:8152$720x576
CCTV-13,http://183.184.181.5:8085/rtp/226.0.2.30:8152$720x576
CCTV-13,http://60.178.151.155:4022/rtp/233.50.201.13:5140$720x576
CCTV-13,http://118.81.48.104:8083/rtp/226.0.2.165:9232
CCTV-13,http://183.185.222.245:8085/rtp/226.0.2.165:9232
CCTV-14,http://171.120.20.181:8004/rtp/226.0.2.166:9240$1920x1080
CCTV-14,http://113.233.11.142:9000/rtp/232.0.0.140:1234$1920x1080
CCTV-14,http://220.192.2.245:8008/rtp/225.0.4.128:7980$1920x1080
CCTV-14,http://60.178.151.155:4022/rtp/233.50.201.124:5140$1920x1080
CCTV-14,http://221.198.182.240:8888/rtp/225.1.1.144:5002$1920x1080
CCTV-14,http://27.11.49.234:8006/rtp/225.0.4.128:7980$1920x1080
CCTV-14,http://60.168.231.251:2000/rtp/238.1.78.243:7816$1920x1080
CCTV-14,http://119.98.175.25:85/rtp/239.69.1.107:10280$1920x1080
CCTV-14,http://114.243.104.92:8888/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://183.151.61.152:4022/rtp/233.50.201.124:5140$1920x1080
CCTV-14,http://124.64.189.63:8888/rtp/239.3.1.65:8132$1920x1080
